doc_type,subject_code,semester,interview_round,participant_role,participant_id,speaker,turn_index,text
student,31269,Spring,Third,student,SPR-S03,SPR-S03,30,"Okay, yeah, I can see that. Like, personally, I do agree, in the sense that I guess you shouldn't be fighting the usage of AI, and that's only because it's just so accessible. Like, if you ask a student to say, not say, but… don't use AI. They're inevitably just going to go against your command and go, hey, you know what, I can literally just go into my web browser and use it without even you noticing. So I feel like…from that perspective, it's really good that you guys are actually addressing a core issue of ethics, and it's sustainable usage. Interviewer: Yep. That's really important, 100%. Not only for university, but for society, and university is obviously a big part of society, so, it's important that we make the right changes these days."
student,31269,Spring,Third,student,SPR-S03,SPR-S03,31,"Okay. Yeah, no, sounds like a good initiative. Interviewer: Yep. Thank you so much, Ray. There will be a UTS team that will contact you for the voucher, for your time."
student,31269,Spring,Third,student,SPR-S03,SPR-S03,32,"Okay, yeah. Interviewer: So yeah, if you have any other questions that might come up later, feel free to reach out, yeah?"
student,31269,Spring,Third,student,SPR-S03,SPR-S03,33,"Do I send it to your email? Interviewer: I can send it to my email, that's right."
student,31269,Spring,Third,student,SPR-S03,SPR-S03,34,"Okay, yeah, sounds great. Interviewer: Beautiful. Interviewer: Thank you so much."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,1,"Yeah sure. Interviewer: I think you're already quite aware of the Grant project, right?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,2,Yeah. Interviewer: Should we then just start straight away with the interview questions?
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,3,Please. Interviewer: Yeah. Have you had a chance to look at it in advance.
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,4,"Not yet, to be honest now. Interviewer: Okay? Oh, good, even better, I feel like. Okay, let's just start with the 1st question, what was your level of familiarity with generative AI tools. Before teaching the subject?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,5,"Yeah, I mean, as like a normal academic, I used to use language models specifically ChatGPT, and then I use the language model of Google over my Whatsapp. So yeah, pretty much. I worked with them as a, as a tools, as a normal user. Interviewer: Mostly those 2 tools? Or do you have any other?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,6,Just this. Interviewer: Yeah. Okay. How frequently do you use generative AI tools in your professional work for teaching?
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,7,"Occasionally, I'm using the language model. Not not much, but it's not like that. I don't use it, so I use it, but mainly sometimes for getting some idea or helping write up my idea yet. So, just assisting myself, I'm using them Generative AI Interviewer: So you're using it for teaching, administration, or research?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,8,"Mainly for research, mainly for research and communication. Mainly for communication, I should say. Interviewer: To improve language?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,9,"To improve language and improve my communication skills, yeah. Sometimes if I need some specific questions, I'm asking generative AI, but not much. Interviewer: Okay. Great. Prior to this subject, had UTS provided you with any training, resources, or support on ethical use of generative AI in education?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,10,"They, they provide some, they provide some guidelines. But yeah, I did not focus much on on them, because it was not mandatory. But yes, they provided some resources. Interviewer: Do you remember what kind of resources it was?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,11,Like some online explanation and guidelines.. how we can use it as to how we should use it. That that's it. Interviewer: What additional support or training would you like to see offered in the future?
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,12,"Yeah, exactly, if there is a like a tailored workshop that tell us how we can use generative AI to improve our teaching would be nice. So yeah, prefer not like a boring workshop. Just very, you know, very effective practical workshop with lots of nice example would be useful. Interviewer: So you you're saying you would prefer a more hands on approach."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,13,"Yes, a more hands on approach with nice example. Yeah, different subject example from different, you know, subject. And because we are teaching computer science specifically for computer science would be nice. Interviewer: Okay, nice. Interviewer: How did you integrate generative AI into your teaching or assessment feedback during your subject?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,14,"For feedback. I don't use the generative AI. But for teaching we have one specific activity, I think in week 7 or 8 of totally all of my subject and then we ask the students use language model like a ChatGPT, and I think we use the UTS one like Copilot to come up with the…how they can use like a language model to improve their understanding for brainstorming, and generally how they can help them to, I mean for better learning journey. Interviewer: What was your experience?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,15,"Some of them, they they use it in a nice way, some of them, but for some of them again I felt that they need very targeted workshop with a nice example, like we are starting with with explaining that…just assume that, okay, you don't use the language model, you get this when you use the language model, if you use it in a nice way, a smart way, we show them how that assistant can help them. So somehow, coming up with a smart top example which inspire them how to use language model. Interviewer: You were saying some of them use it in a nice way. Do you have an example, like what was this?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,16,"I cannot remember the example to be honest, but I find that some of them they had a niche idea on how they can use it to improve their understanding. I just forget the example. But some of them they had a niche idea. But to me, if if they don't have a niche idea maybe it's become a bit boring for them. They don't know how to use it. So somehow, to me they should use it to improve their idea, make them more creative rather than just doing for copying the assignment, or, you know, just for bit unethical usage for the education. But for that I think that some of them they can do it, but some of them they need help, and that help should come from at least, you know, 20-50 inspiring example. So as a UTS, if the UTS can provide that database would be interesting. Interviewer: Okay? Great. Next question. Next question, in your opinion, what were the most significant challenges in incorporating generative AI into your teaching or assessments?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,17,"Yeah, the 1st challenge is, I mean, as a normal academic…we are constrained with the timing. So I need a you know, free mind to think that how we can use it. And again, as I explained that because it's not very specific guideline or workshops or tutorials tell us how you can use it. Everyone just use the language model in their own way. So it's not much sources available, or at least I did not look to find the nice sources. So to me is, that is, the main challenges. Interviewer: So just to make sure that I understood it in the right way. So the main challenge, you see, in aligning all the different teaching styles. So because there's multiple people involved in."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,18,"Yes. Interviewer: In your observation, did the use of generative AI tools influence, student engagement, learning approaches or assessment performance."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,19,"Some of them. Yes, but they still, I think that we need very direct guided tutorial, to tell them how they can use it. So I did not see much positive example. I feel that some of them they are using the like a ChatGPT. Regarding one of my assignment, when we are asking for future idea or visionary idea, some of them they use that one in nice way, I understand, but because I did not check with them, I don't know exactly whether that is my assumption or really they get the support in a nice way from Generative AI. Interviewer: Do you have any examples for maybe a negative impact that you observed?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,20,"Yeah, generally. I mean, I'm not seeing for my undergraduate student. But sometimes I saw with some students like a HDR student, that when we are asking some research question or research task…just get some boring stuff from generative AI. But for the research, it should come with a niche idea."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,21,"So, yeah, I saw those example that people coming up with a boring, repeated, repeated the stuff or general knowledge from language model, which which is not useful. Interviewer: And in regards to assessment performance, could you see any or do you realize any observation, positive or negative for your students?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,22,"Positive. I'm not sure but for negative, because I feel that, for example, my assignment, the last assignment is about data analysis and I feel that some of them they're using ChatGPT to coming up with their assessment, which for sure the ChatGPT answer is not 100% accurate or comprehensive. I think that is, that's a negative implication of language, model. Interviewer: All right. Thank you. Next question, while marking, did you observe whether students were able to critically, evaluate AI generated content? Or did they tend to rely on it without verification?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,23,"Think they tend to... I don't know, because there is, there's no way to be for us, understand whether they use it or not, but I feel that some of them, they use it in a you know, not a smart way. Some of them. They get the support from generative AI for reshaping the idea. So yeah, so that I saw the mix response from students. Interviewer: Do you have any strategy to help students to develop an evaluative judgment for generative AI."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,24,"There's I think I need myself. I need some specific training and based on that, yes, I think it would be useful. Interviewer: You have maybe any strategies or interventions in mind that could better support the development of students critical evaluation?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,25,"Yeah. Again if I get access to those databases and are coming up with a nice crafted tutorial, tell them you know we use it in this way, and you see the see the impact. Then I'm sure that if we teach them they understand how they can use it. And it's it can inspire them. Interviewer: So you're saying, need more guidance yourself."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,26,"Yes, and then I can teach them.. Interviewer: What do you think, to what extent were students aware of ethical guidelines for using generative AIs in their assessments?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,27,"I'm not sure if some of them they they know. I mean to me is maybe they know that they should not use it, but because maybe the life got become busy or they become lazy or for different fear at the end, they're using language model unprofessionally. So I'm not sure whether they're not aware of, or they don't have any option. Interviewer: Can you maybe also think about any strategies for that case to improve their understanding or even application of these guidelines?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,28,"I think that I should at least announce that, give them warning that if you use the language model in this way, you don't get any mark..So, but sometimes understanding that whether they are doing or not is not easy. So I think, I'm thinking that rather than going to into that path, design an assignment that there is a small room for using language model in a unethical way. I think it would be easier for me. Or if they use it, it become very clear to me, okay, this is a this is a wrong answer. So my my point is, if we can design assignment, that the generative AI is not able to solve it, then it would be very useful. Interviewer: Do you have any assignment model in mind which could.."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,29,"I mean, for example, the assignment which we are doing in my subject mainly that, they should do as a presentation. So even if they use the language model, part of the assignment is about asking the question from them and when we are asking the question, we make sure that whether they understand or not. So the 70%, I think element of the my subject is about oral presentation. We just stop them for cheating. Interviewer: Okay. Did you encounter any ethical concerns? I think you were already mentioning some over-reliance on AI, plagiarism, misuse of AI tools."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,30,"Yeah, again, they can do it. But again, I mean, there is no tools for us is, although it is, then it it can become…make our life is very complicated as academics. So, I saw for my last assignment when I designed, I thought, it is very authenticated but now I'm thinking that I should change it, or I should make it more diversify that, yeah, they cannot use it. So yeah, I'm thinking, yeah, I'm seeing some sign that they may use it, the generative AI in a wrong way. So I'm thinking that how can I address this problem? Interviewer: And your main approach, if I understood correctly, is to try to really get the assignments stated in a way that it's orally, and that they can't solely rely on it."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,31,Yeah. Interviewer: Do you have any other approach in mind to prevent such.
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,32,"Again. That's the one way. Second, second is design an assignment that using generative AI doesn't help them to complete that assignments. I said, I don't know how, but I'm thinking. Interviewer: Would you also consider like a contributing some time to make sure students understand the right approach of using it or you think that's not effective like."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,33,Sorry. What's your question again? Interviewer: Do you think it could be also a way to solve a way to solve this problem could be also to educate students?
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,34,"Yeah, but I'm not sure whether that is useful, because again when it's come to assignment, they don't care, because it's about the assignment. They get busy. They are young. I'm not sure to what really, whether they are those education can be useful. I think that we should stop and we should minimize the way they can use the generative AI in unethical fashion. Education would be nice, but I'm not sure if that's effective. Interviewer: Okay, next question aiming on the same background. How effective were the current subject guidelines, activities, and resources in promoting ethical and critical use of generative AI?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,35,"As I mentioned, we have one activity that we are explaining that how they can use generative AI in a nice way. We don't have a specific activity which explaining about the ethical use of AI. We have some lectures on unethical use of AI for general cases, but not specifically targeting students. We don't have that one. Maybe I should develop it. But again. Myself, I think that I need, I need lots of example. Otherwise it's become a bit boring tutorial, and if my tutorial is boring, it is not effective because a student doesn't learn anything. So so the point is, if the as a university, if the university can design something, I'm happy to adopt it. Interviewer: Okay, looking ahead, I think we covered already a lot of those things. But it's kind of already a sum up question looking ahead, what improvements would you suggest for integrating generative AI tools more effectively into assessments and learning activities?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,36,"Yeah as I explain if Staffs understand the niche customized application of generative AI for their field then they will be in a position to design assignment integrated with the generative AI. But I think that there is a prerequisite that themselves,1st they should have lots of good idea, and then they can design the assignment. One way is, for example, beating generative. AI, but it needs again oral presentation. For example, someone ask question from generative AI same question at the same time asking from students, they don't know. And then you compare them something like that. But yeah, it needs nice design. Interviewer: Okay, last question already, what types of resources, support or professional development would be most valuable to help you and other tutors?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,37,"What resources do you mean? Interviewer: Yeah, what resources, support, or professional development would be most valuable to help you and other tutors to teach in AI integrated subjects in the future?"
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,38,"What supports the question is, what support to answer resource here. Interviewer: Yeah, what types of resources, support and professional."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,39,"Yeah, as I explained, having nice crafted, the tutorial would be very useful. Interviewer: So nice, crafted tutorial for all the teaching stuff."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,40,Yeah. Interviewer: Anything else.
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,41,"No, no, that that's it. Interviewer: Okay, that's already the last question."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,42,"Okay, it's all good. Then. Interviewer: Yeah, thank you so much for your time, Ortisa."
tutor,31266,Autumn,First,tutor,AUT-P01,AUT-P01,43,"Thank you, Fabian. Thank you very much."
tutor,31266,Autumn,Second,tutor,AUT-P01,AUT-P01,1,Interviewer: Before we start the interview. Just a quick check in if it's okay. If I record this session for data analysis purposes.
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,2,"Yes. Yes. Yes. No problem. Interviewer: Beautiful Interviewer: Do you want me to give you a quick introduction? What it is about the interview, or you already quite aware of."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,3,"No, unfortunately, I received your email today, and I have some back to back classes today. I couldn't read the questions and the text. So if you can give me a brief introduction that what we will discuss today.. Interviewer: I could have sent it out earlier, but I was also very busy busy this week. So sorry for the delay in sending you the questions. So today's interview is about a UTS learning and teaching Grant that Amara and me received. And it's about shaping tomorrow's IT professionals. So it's a scaffolded approach to generative AI integration and portfolios in 1st year, bachelor of information Systems courses. And since you're a tutor for introduction to information systems. I think, Subject Coordinator-31266 as the subject coordinator. If that's right. Yeah, I think you, I think you could be like a perfect participant to just ask some general questions about how GenAI was utilized. What was good was what was bad? How can it be improved? Like some questions, some general questions, some more specific questions about current use cases, of Gen. AI, and also the subject. So it's very much related to 1st year Bachelor of information system courses as Subject Coordinator-31266 course. So that's kind of like the frame of it."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,4,"Okay. Interviewer: Okay, if you don't mind, I would just we could just start straight away diving into the 1st question."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,5,"Yeah, beautiful. Interviewer: Okay? So 1st question, what was your level of familiarity with generative AI tools? Before teaching this subject?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,6,"So yeah, I was familiar with the generative AI from when it was created. It means from the 1st days, I was familiar with the generative AI and I usually use different types of generative AI website that, for example, we have Gemini. I don't know Chatgpt. And but I more frequently use chat gpt for polishing my text email because I'm not a native speaker of English. So usually I prefer to polish. I try to write something, for example, an email, or maybe a text that I want, or even some papers, even for papers, I use ChatGPT to polish. But in some cases I feel that some changes or some sentences are not good enough. So again, I change them. So it was an interactive between me and the generative AI, that we want to polish a text or a paper or something. So I was completely familiar with the generative AI tools. Interviewer: Any other tools except ChatGPT, that you have used in the past."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,7,"Yeah, more ChatGPT. But Gemini, and also this Cpoliot as well. But I feel that I don't know. But maybe it's only if my feeling, but I think that ChatGPT is the performance better than the others. Interviewer: Okay, nice."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,8,"I also use the free version. Not I can. I have no account or something, only I use free version. Interviewer: Okay, second question. How frequently do you use generative AI tools in your professional work for teaching administration and research?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,9,"I rarely use for teaching, because usually in the teaching, I trust my understandings and my learnings, my previous learnings. So maybe in some specific case that there are some new phrases, new words, slang words that are created in and recently, maybe I and I couldn't understand that a specific word. Maybe I use ChatGPT, maybe that they can explain to the students and for the new words newest lines. But usually in the teaching I try to use my previous learnings and my the textbooks and the relevant websites. But for the research usually I try to use to, for example, if I want to write a proposal or a paper. I usually try to write myself 1st and then use ChatGPT, or other tools for polishing, or maybe some recommendations and maybe some of these parts can be done. But by some current. For example, Grammarly, I can use grammarly as well polish and edit but maybe we need some, for example, more popular words, or something that can increase them. I can say the because when the reader, when the readers want to read it. For example, a paper or proposal, it should be something clear. So maybe I use ChatGPT to make my text. I'm more clear than, for example, and before. Interviewer: And for administration purposes. Are there also use case for you?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,10,"Oh, for the administration, because I have a startup here in Australia. So, I usually have some administration tasks to do. Some of them that are related to something legal, or, for example, for tax or something like this, I usually don't use the ChatGPT. Because there are some, because I check ChatGPT for some legal and I found that they're not updated. I mean, I can say rules. And rules in that ChatGPT. So usually, I consult with the experts in the field of, for example, some administrative, but in some other, maybe maybe when I want to create my website for the business, or some, for example, content for some flyers I use ChatGPT. So for the administrative. It depends on the task and activit. I use sometimes, but I don't use in other. Interviewer: Okay, great. Thank you. Next question, prior to the subject had UTS provided you with any training, resources, or support on the ethical use of generative AI in education."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,11,"No, because, I started my casual teaching..one, I think in February 2023. So I have no special training on the using of these generative AI tools at UTS. But I believe that we should have something for that. Interviewer: Also, you don't have any resources in mind that you saw or any support given by subject coordinators."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,12,"No, no. Interviewer: What additional support or training would you like to see offered in the future?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,13,"So I think that we need some supports and training both for teachers and also students…because there are some ethical consideration which are very important, some and some judgments that usually we cannot use AI generative AI for that. And so for because of that, I think we similar to the short videos that we usually use for…I mean for training for teachers, and they should do that. If they want to be a casual teacher, they must do that if they want, we want to have some videos for also generative AI, and also the university should provide some guidelines on how teachers can check or evaluate the students in terms of using such generative AI tools, because it's also very important, because now I think different teachers have different attitudes. So as students, when go to one class, they see, for example, the teacher accept the application of the generative. The other teacher said, no, I didn't accept that one and I think also the lectures and the course coordinators should update the methods should update the contents of the courses. Maybe in some case, for example, I remember I was casual teacher at University of Sydney there, and there was a meeting for all teachers to explain how they can use generative AI how we can recommend the students to use or not use generative AI, and they also how we can update our exercises to consider this one that the students should use or should not use ChatGPT, because of that. For example, in one of the one course that I was casual teacher there in the 1st exercise that I ask a students to do an exercise with ChatGPT and one time on their own, and then compare the results to see if, for example, the output from ChatGPT is similar to the output from what they have their own research so and compare and put their comments on the ChatGPT outputs. So it may help students to know the accuracy of the ChatGPT outputs and also they can, how much they can trust on ChatGPT, and that's very important or other generative AI tools. Interviewer: Very interesting approach. Yeah. Next question. How did you integrate generative AI into your teaching or assessment feedback during this subject? Subject Coordinator-31266 subject."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,14,"As I said in the teaching I usually try not to use ChatGPT. Try to trust my understanding, my learning textbooks and the references because in some cases I have seen that the output of ChatGPT is not accurate enough. If I want to use and to teach a students there are some, maybe inaccuracies, maybe in the future, when they they make it more, they they, the generative AI train more and more…maybe they be more accurate, but I think now it's not possible, for example, to use GenAI for or other generative AI tools for teaching matter, for generating teaching materials. Or you need some very, very hard work to supervise the outputs. But I prefer not to use for teaching except for some specific words, or maybe new terms that we're entering to the science. Especially for information technology information system. Because there are the evolving, everything is evolving very fast. So maybe some new terms. New terminologies have we have in there, and we should find from somewhere. But always, if I want also to use for new terminologies. I try to use both generative AI and Google search. And then from the Google, I will connect to some website and find the definitions and then compare with ChatGPT. But if I if if I want, they can use directly from the I mean trusted websites and trusted textbooks instead of ChatGPT. But if you want to add ChatGPT, I I have put more time to compare, and if something like this for the teaching. But for the assessment, maybe I can use for the assessment in some cases, because if you want to identify how much students trust on the generative AI, maybe we can put their text in the ChatGPT, and maybe check if, for example, ChatGPT, identify, that generates such type of text or like before that. But I I've not used, but this is what that that's something that is in my mind, for example, in future I can use this one for the assessment or not, but I've never used also for assessment. Interviewer: Okay, so haven't used, you haven't used Gen. AI for teaching or assessment feedback for the subject, right?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,15,"Yeah, yeah. Interviewer: Okay, next question. In your opinion, what were the most significant challenges in incorporating Gen AI into your teaching or assessments? In this case, we can then cross this question because you're not using it."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,16,"I mentioned. But I mentioned challenges, and the main challenge is trusting the generative AI for teaching because teaching is usually from the references and textbooks, and I think in this case we cannot use GenAI, but maybe in the future, when the generative AI have some very good references or something that train more and more, so we maybe we can use for teaching. But now, I think, based on my experience, we cannot use. Interviewer: Okay, do you have any other challenges in mind except the one that you were listening?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,17,"Trust is the 1st one. No, I don't have anything in mind. Interviewer: Do you have maybe, some more specific ideas in mind how these challenges could be better addressed in future offerings?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,18,"As I mentioned, maybe for the future, we can.. if you want to use generative AI, we can compare the outputs with the references and textbooks. Or maybe we ask if, for example, we want to use for assessment, we ask students to compare the results of generative AI with what they have researched on or on their own. So maybe there are, there are some solutions that we can use for using generative AI for I mean teaching or assessment. Interviewer: Okay, next question…in your observation, did the use of generative AI tools, influence, student engagement, learning approaches or assessment, performance?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,19,"It depends. It depends on how we, how we train them to use generative. AI. It depends. If, for example, we train them for evaluating the outputs first, t and maybe prepare a report for the their evaluation of the generative AI outputs. So in long term they will find the what, what the strength of using ChatGPT and what's the weakness of using ChatGPT. And based on the these strengths and weakness they can find the best way to use generative AI for their assessment and so… Interviewer: I think this question was more aiming towards like, if you made any observations during your classes that you had for that you're teaching in Subject Coordinator-31266’s, plus where you saw maybe a positive or negative impact through generative AI in their engagement or in their learning approach, or in their assessment performance?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,20,"I have found that in some cases for some specific assessments, the outputs for many of the students are similar. So this is, I think, a negative impact…that usually all the students or many of the students use ChatGPT and then the outputs are similar. Even the keywords that they use. The positive effect is on the so I think when they use ChatGPT, the text are more clear for me, for when I read the text, for example, if they have generated report, it's more clear, especially if they polish their text. But if I have enough time then I can understand which one is only a polish, and which one is only, is a completely generated by GenAI. So about the engagement, I think they, in the in terms of engagement… ChatGPT make a student week in their engagement. So because when you want to have, even even in the class, when I ask questions from students or ask something that, for example, write something for me and email me, I found that all of them they're using ChatGPT very fast. And then, after, for example, I put, I have time, for example, 10 min, for they finish everything in 5 min, and then the other 5 min are doing something else. So it decreased the engagement level of the students. Because of that, I try to ask for some verbal and oral presentations instead of, for example, writing something in the class. So maybe in the future, also maybe ask Subject Coordinator-31266 to change, for example, the content from writing to some presentations oral presentation. The students should read something and then generate from their own words, instead of, for example…so you mean engagement and the assessment, and one other things that. Interviewer: Learning, approaches."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,21,"So I think, in the learning approaches is positive, if they try to learn from generative AI in parallel with the references and textbooks. Interviewer: Have you seen this in your classes that this happened, this positive impact."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,22,"Yes, I found that the when I asked some, or have some new terminologies for students, and then they use ChatGPT, and some of them use some other references so they can.. I mean, generate more strong for that terminology. But the students that only use ChatGPT usually have something that that is not acceptable. I think. I can say. I think I can say if they use both the generative AI and textbooks is good and even they can find their relevant textbooks from ChatGPT, and then directly get from that specific textbook learning. So it's, I think, the best way to use generative AI. And I found some of the students do this but some of them only use ChatGPT or something similar. Interviewer: Okay, nice. Thank you. Next question, while marking, did you observe whether students were able to critically, evaluate, AI generated content? Or did they tend to rely on it without verification?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,23,"It depends on the assignment but in an assignment that we need some justification, something like this. Usually, many of the students use ChatGPT, and it's very clear that they use this generative AI tools because the outputs are very similar. Or maybe maybe we ask something very broad, for example, we ask students to have some KPIs mentioned, some KPIs. So if you check, you see the KPIs, you will see that the KPIs are very similar. But few of students,  I can say few, few of them are using ChatGPT, generative AI, but they also have some corrections. Or maybe they change…get something and then change it, and then put in the assignment. Interviewer: And what strategies did you use, if any, to help them develop more evaluative judgment?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,24,"Sorry I cannot get to what you mean. Interviewer: So the 1st part of the question was if students were able to critically evaluate AI generated content. And the second part is, what strategies did you maybe use to help them develop evaluative judgment? while using generative AI."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,25,"So maybe maybe in some cases, when I it's very clear for me that they use generative AI, I can say without their own judgment, I put some comments under assignments and then ask for them for to check it again, or something, but I'm not sure if they come back and see these comments. For the cases that I'm sure that that's that's from generative AI. But for the rest, usually, I try to maybe have some only comments on the general part of the like marking criteria. I put some comments for them, but for the students that I'm sure I put the comments on the text, on the files. Interviewer: A more commons in regards to their assessments but maybe also some that you use like verbally before a tutorial or during a tutorial class."
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,26,"No, usually. No, I usually don't use verbal communication., something like this with the students about generative AI… usually I put comments. Interviewer: If you think about it, what teaching strategies or interventions could better support the development of students, critical evaluation skills in future offerings?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,27,"Maybe we should…we cannot prevent students from using generative AI but maybe our strategy should be, ask students, maybe, to compare their findings based on their own knowledge, with the ChatGPT or generative AI in 1st stage and then criticize for example, the problem that we have the challenges that we have with generative AI first, and then maybe generate some solutions for that. And maybe in this process they can. We have some iterative process for different topics. For example, in the research in the assessments, there's some, for example, generating some tables. Everything that we want, then compare, and then they in the long term, I think they can understand what's the strength and what's the weakness of the generative AI and then they can use better application of that generative AI, based on their understanding of the weakness and the strengths. Interviewer: Could you also maybe think of any resources that could be provided to students to improve their critical evaluation skills?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,28,"Maybe we can find some audio or videos or even texts that shared their similar understandings of generative AI challenges, risks and the mitigations for these risks. Maybe, share with the students this text or video or audios or everything with them. And then after that we can have some practical practices with them. Interviewer: Thank you. To what extent were students aware of ethical guidelines for using generative AI in their assessments?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,29,"Yeah, I'm not sure they're aware about, because usually I have never seen that any students, for example, mention or acknowledge using generative AI. But maybe it is because we don't want from them. So maybe if we ask the students to acknowledge or explain how they use generative AI in this assessment, then maybe they canput some text. But I prefer that we put something in our assessment, for example, a part or section that students, for example, acknowledge about the application of generative AI tools and explain how they use and how make benefits from the generative AI. But now I think because we don't want from them. They'll also think that it's not necessary. So this is one very, very important challenge that we should solve with ethical consideration. And I don't know. Maybe maybe we should ask a students. And also we have a tool that check the assignments that if it's generated because I know that there are something that is I can say something that that is in only in our mind. For example, if if I go through a text, and I found some specific words or some specific writings. I can understand that this is not from a student that's from generative. AI. So, but if we have a tool, because, as you, as we have some tools and some software that check, for example, a paper and found how much is similar to the other papers…maybe we have a tool that can check with an assessment and then see how much is similar to the output of the generative AI tools, and then…but I think in the future we will have such tools as well. Interviewer: Yeah, I think it's a good strategy, clear communication to improve their understanding and application of these guidelines instead of or accept communication. Do you have any other strategy in mind that could improve their understanding and application of ethical guidelines?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,30,"Ethical guidelines and using generative AI, you mean? I think we should ask them to mention everything about how they use generative for each assessment. So we have one part specific that they explain how they use generative AI for this assessment. Interviewer: Okay. Did you encounter any ethical concerns for example, over reliance on AI plagiarism or misuse of AI tools?"
tutor,31266,Autumn,Second,tutor,AUT-P02,AUT-P02,31,"I have concerns for all of these. I think it's all of them are concerns over-reliance is one very serious concern… Interviewer: I think the question is more like if you encountered in your classes any ethical concern like over reliance on AI, plagiarism, misuse of AI tools…"
